# Clip ID (Unique, used only internally); Clip Prefix (Unique); Video Session; Starting Time (ms);  Ending Time (ms); Action Label; Verb Label; Noun Label(s)
1; P05-R01-PastaSalad-583261-586055; P05-R01-PastaSalad; 583261; 586055; Cut tomato; Cut; tomato
255; P13-R01-PastaSalad-1499643-1500842; P13-R01-PastaSalad; 1499643; 1500842; Put cooking_utensil; Put; cooking_utensil
256; OP01-R01-PastaSalad-616915-618030; OP01-R01-PastaSalad; 616915; 618030; Inspect/Read fridge_drawer; Inspect/Read; fridge_drawer
257; P09-R02-TurkeySandwich-372324-374624; P09-R02-TurkeySandwich; 372324; 374624; Put tomato_container; Put; tomato_container
258; P04-R06-GreekSalad-240570-241870; P04-R06-GreekSalad; 240570; 241870; Open cabinet; Open; cabinet
259; P18-R04-ContinentalBreakfast-334067-338699; P18-R04-ContinentalBreakfast; 334067; 338699; Transfer condiment,condiment_container,bread; Transfer; condiment,condiment_container,bread
260; P14-R01-PastaSalad-1685589-1706044; P14-R01-PastaSalad; 1685589; 1706044; Wash sponge; Wash; sponge
261; P18-R03-BaconAndEggs-256660-258494; P18-R03-BaconAndEggs; 256660; 258494; Put beater; Put; beater
263; P21-R05-Cheeseburger-136363-138047; P21-R05-Cheeseburger; 136363; 138047; Open fridge_drawer; Open; fridge_drawer
264; P13-R01-PastaSalad-2241746-2245605; P13-R01-PastaSalad; 2241746; 2245605; Pour oil,oil_container,salad; Pour; oil,oil_container,salad
265; P07-R01-PastaSalad-1810690-1811800; P07-R01-PastaSalad; 1810690; 1811800; Take cutting_board; Take; cutting_board
266; P26-R05-Cheeseburger-81832-83961; P26-R05-Cheeseburger; 81832; 83961; Take cereal_container; Take; cereal_container
267; OP03-R07-Pizza-526739-537500; OP03-R07-Pizza; 526739; 537500; Squeeze condiment,pizza_crust; Squeeze; condiment,pizza_crust
269; P18-R03-BaconAndEggs-928012-934684; P18-R03-BaconAndEggs; 928012; 934684; Move Around bacon; Move Around; bacon
271; P13-R01-PastaSalad-2754464-2757503; P13-R01-PastaSalad; 2754464; 2757503; Wash cup; Wash; cup
272; OP02-R06-GreekSalad-400975-403253; OP02-R06-GreekSalad; 400975; 403253; Close oil_container; Close; oil_container
273; P10-R05-Cheeseburger-559685-562355; P10-R05-Cheeseburger; 559685; 562355; Move Around patty; Move Around; patty
274; P05-R02-TurkeySandwich-366723-369940; P05-R02-TurkeySandwich; 366723; 369940; Take condiment_container; Take; condiment_container
275; P10-R01-PastaSalad-1744981-1746881; P10-R01-PastaSalad; 1744981; 1746881; Take paper_towel; Take; paper_towel
276; OP02-R04-ContinentalBreakfast-396660-399020; OP02-R04-ContinentalBreakfast; 396660; 399020; Operate stove; Operate; stove
277; OP03-R01-PastaSalad-766920-767610; OP03-R01-PastaSalad; 766920; 767610; Take eating_utensil; Take; eating_utensil
278; P17-R03-BaconAndEggs-453900-456300; P17-R03-BaconAndEggs; 453900; 456300; Move Around pan; Move Around; pan
279; OP03-R05-Cheeseburger-85245-87585; OP03-R05-Cheeseburger; 85245; 87585; Put bread; Put; bread
280; OP01-R05-Cheeseburger-89950-91490; OP01-R05-Cheeseburger; 89950; 91490; Take bread_container; Take; bread_container
281; P26-R05-Cheeseburger-457363-459564; P26-R05-Cheeseburger; 457363; 459564; Operate stove; Operate; stove
282; P02-R05-Cheeseburger-263430-264400; P02-R05-Cheeseburger; 263430; 264400; Dry hand,paper_towel; Dry; hand,paper_towel
283; P13-R01-PastaSalad-2227593-2229470; P13-R01-PastaSalad; 2227593; 2229470; Close condiment_container; Close; condiment_container
284; OP04-R07-Pizza-316277-317437; OP04-R07-Pizza; 316277; 317437; Transfer mushroom,mushroom_container,plate; Transfer; mushroom,mushroom_container,plate
285; OP01-R03-BaconAndEggs-107115-108015; OP01-R03-BaconAndEggs; 107115; 108015; Open egg_container; Open; egg_container
286; P07-R01-PastaSalad-1594565-1597285; P07-R01-PastaSalad; 1594565; 1597285; Open olive_container; Open; olive_container
287; OP02-R07-Pizza-463945-469398; OP02-R07-Pizza; 463945; 469398; Inspect/Read recipe; Inspect/Read; recipe
288; P03-R01-PastaSalad-2398305-2399873; P03-R01-PastaSalad; 2398305; 2399873; Take bowl; Take; bowl
289; P06-R02-TurkeySandwich-260846-262902; P06-R02-TurkeySandwich; 260846; 262902; Take bread; Take; bread
290; P04-R05-Cheeseburger-428357-440686; P04-R05-Cheeseburger; 428357; 440686; Transfer lettuce,lettuce_container,cutting_board; Transfer; lettuce,lettuce_container,cutting_board
291; OP05-R03-BaconAndEggs-177803-181813; OP05-R03-BaconAndEggs; 177803; 181813; Open cabinet; Open; cabinet
292; P04-R01-PastaSalad-1660100-1667300; P04-R01-PastaSalad; 1660100; 1667300; Pour seasoning,seasoning_container,salad; Pour; seasoning,seasoning_container,salad
294; P16-R03-BaconAndEggs-375900-377700; P16-R03-BaconAndEggs; 375900; 377700; Open fridge; Open; fridge
295; P14-R02-TurkeySandwich-173737-175937; P14-R02-TurkeySandwich; 173737; 175937; Put lettuce; Put; lettuce
296; P09-R01-PastaSalad-1783174-1788525; P09-R01-PastaSalad; 1783174; 1788525; Take paper_towel; Take; paper_towel
297; P13-R01-PastaSalad-1447161-1448584; P13-R01-PastaSalad; 1447161; 1448584; Cut cucumber; Cut; cucumber
298; P03-R01-PastaSalad-624235-631529; P03-R01-PastaSalad; 624235; 631529; Pour water,faucet,pot; Pour; water,faucet,pot
299; P01-R02-TurkeySandwich-74814-75445; P01-R02-TurkeySandwich; 74814; 75445; Put plate; Put; plate
301; P02-R04-ContinentalBreakfast-633535-636890; P02-R04-ContinentalBreakfast; 633535; 636890; Put lid; Put; lid
302; P15-R01-PastaSalad-830413-836413; P15-R01-PastaSalad; 830413; 836413; Cut carrot; Cut; carrot
303; OP01-R03-BaconAndEggs-444665-446035; OP01-R03-BaconAndEggs; 444665; 446035; Put cheese_container; Put; cheese_container
304; OP02-R03-BaconAndEggs-556340-557700; OP02-R03-BaconAndEggs; 556340; 557700; Close fridge_drawer; Close; fridge_drawer
306; P13-R01-PastaSalad-2612350-2615844; P13-R01-PastaSalad; 2612350; 2615844; Wash sponge; Wash; sponge
307; P02-R01-PastaSalad-678971-680457; P02-R01-PastaSalad; 678971; 680457; Divide/Pull Apart bell_pepper; Divide/Pull Apart; bell_pepper
308; P05-R01-PastaSalad-721790-725229; P05-R01-PastaSalad; 721790; 725229; Move Around pot; Move Around; pot
309; P22-R03-BaconAndEggs-2536320-2540116; P22-R03-BaconAndEggs; 2536320; 2540116; Take paper_towel; Take; paper_towel
310; P02-R04-ContinentalBreakfast-600585-601313; P02-R04-ContinentalBreakfast; 600585; 601313; Dry hand,paper_towel; Dry; hand,paper_towel
312; P13-R01-PastaSalad-535427-537489; P13-R01-PastaSalad; 535427; 537489; Take bell_pepper; Take; bell_pepper
313; P22-R03-BaconAndEggs-1448341-1452004; P22-R03-BaconAndEggs; 1448341; 1452004; Close bacon_container; Close; bacon_container
314; P22-R03-BaconAndEggs-2147852-2149767; P22-R03-BaconAndEggs; 2147852; 2149767; Take washing_liquid_container; Take; washing_liquid_container
317; P24-R03-BaconAndEggs-911973-914116; P24-R03-BaconAndEggs; 911973; 914116; Take eating_utensil; Take; eating_utensil
318; P04-R06-GreekSalad-990960-993370; P04-R06-GreekSalad; 990960; 993370; Clean/Wipe bowl,paper_towel; Clean/Wipe; bowl,paper_towel
319; P20-R03-BaconAndEggs-981272-983728; P20-R03-BaconAndEggs; 981272; 983728; Take pan; Take; pan
320; OP02-R06-GreekSalad-138205-138871; OP02-R06-GreekSalad; 138205; 138871; Take tomato; Take; tomato
321; P17-R04-ContinentalBreakfast-200429-201288; P17-R04-ContinentalBreakfast; 200429; 201288; Take condiment_container; Take; condiment_container
322; OP03-R07-Pizza-287314-292088; OP03-R07-Pizza; 287314; 292088; Inspect/Read recipe; Inspect/Read; recipe
323; P17-R04-ContinentalBreakfast-459297-461057; P17-R04-ContinentalBreakfast; 459297; 461057; Close cabinet; Close; cabinet
325; P13-R01-PastaSalad-1872361-1874528; P13-R01-PastaSalad; 1872361; 1874528; Move Around cutting_board; Move Around; cutting_board
326; P07-R01-PastaSalad-117165-118105; P07-R01-PastaSalad; 117165; 118105; Take bowl; Take; bowl
327; P02-R03-BaconAndEggs-743729-745215; P02-R03-BaconAndEggs; 743729; 745215; Put pan; Put; pan
328; P17-R04-ContinentalBreakfast-929545-930420; P17-R04-ContinentalBreakfast; 929545; 930420; Put eating_utensil; Put; eating_utensil
329; P09-R01-PastaSalad-1140321-1143073; P09-R01-PastaSalad; 1140321; 1143073; Cut onion; Cut; onion
331; OP01-R07-Pizza-92735-93715; OP01-R07-Pizza; 92735; 93715; Inspect/Read pizza_crust; Inspect/Read; pizza_crust
332; P23-R03-BaconAndEggs-1102510-1104904; P23-R03-BaconAndEggs; 1102510; 1104904; Close cheese_container; Close; cheese_container
333; P23-R03-BaconAndEggs-1419578-1427586; P23-R03-BaconAndEggs; 1419578; 1427586; Transfer egg,pan,plate; Transfer; egg,pan,plate
334; P20-R03-BaconAndEggs-267635-269353; P20-R03-BaconAndEggs; 267635; 269353; Close dishwasher_rack; Close; dishwasher_rack
335; P02-R04-ContinentalBreakfast-776450-779358; P02-R04-ContinentalBreakfast; 776450; 779358; Move Around bowl; Move Around; bowl
336; P11-R02-TurkeySandwich-90545-92715; P11-R02-TurkeySandwich; 90545; 92715; Open tomato_container; Open; tomato_container
337; P01-R02-TurkeySandwich-504463-516631; P01-R02-TurkeySandwich; 504463; 516631; Divide/Pull Apart deli_meat_container; Divide/Pull Apart; deli_meat_container
338; P09-R01-PastaSalad-673021-675271; P09-R01-PastaSalad; 673021; 675271; Open drawer; Open; drawer
339; OP06-R07-Pizza-281870-283430; OP06-R07-Pizza; 281870; 283430; Close fridge; Close; fridge
340; P09-R01-PastaSalad-917419-924690; P09-R01-PastaSalad; 917419; 924690; Cut cucumber; Cut; cucumber
341; P08-R01-PastaSalad-881542-886483; P08-R01-PastaSalad; 881542; 886483; Cut olive; Cut; olive
342; P02-R06-GreekSalad-190531-192271; P02-R06-GreekSalad; 190531; 192271; Cut cucumber; Cut; cucumber
343; P08-R01-PastaSalad-865574-869839; P08-R01-PastaSalad; 865574; 869839; Transfer olive,olive_container,cutting_board; Transfer; olive,olive_container,cutting_board
344; P09-R01-PastaSalad-1837214-1838201; P09-R01-PastaSalad; 1837214; 1838201; Wash bowl; Wash; bowl
345; P19-R03-BaconAndEggs-461163-463197; P19-R03-BaconAndEggs; 461163; 463197; Open bacon_container; Open; bacon_container
346; OP01-R05-Cheeseburger-277550-284590; OP01-R05-Cheeseburger; 277550; 284590; Divide/Pull Apart lettuce; Divide/Pull Apart; lettuce
348; P18-R03-BaconAndEggs-701905-708700; P18-R03-BaconAndEggs; 701905; 708700; Inspect/Read recipe; Inspect/Read; recipe
349; OP02-R06-GreekSalad-175952-180841; OP02-R06-GreekSalad; 175952; 180841; Take cucumber; Take; cucumber
350; OP05-R03-BaconAndEggs-366750-368110; OP05-R03-BaconAndEggs; 366750; 368110; Take juice_container; Take; juice_container
351; P19-R03-BaconAndEggs-651705-658078; P19-R03-BaconAndEggs; 651705; 658078; Pour egg,bowl,pan; Pour; egg,bowl,pan
352; P06-R01-PastaSalad-1073375-1074645; P06-R01-PastaSalad; 1073375; 1074645; Put cup; Put; cup
353; P11-R02-TurkeySandwich-423340-430480; P11-R02-TurkeySandwich; 423340; 430480; Open cheese_container; Open; cheese_container
354; P18-R04-ContinentalBreakfast-535572-537553; P18-R04-ContinentalBreakfast; 535572; 537553; Inspect/Read recipe; Inspect/Read; recipe
355; P24-R03-BaconAndEggs-1113305-1116579; P24-R03-BaconAndEggs; 1113305; 1116579; Open fridge; Open; fridge
356; P05-R01-PastaSalad-511039-522920; P05-R01-PastaSalad; 511039; 522920; Cut tomato; Cut; tomato
358; P19-R04-ContinentalBreakfast-357294-358984; P19-R04-ContinentalBreakfast; 357294; 358984; Open microwave; Open; microwave
359; OP01-R05-Cheeseburger-115460-125200; OP01-R05-Cheeseburger; 115460; 125200; Divide/Pull Apart bread; Divide/Pull Apart; bread
360; P22-R03-BaconAndEggs-1017793-1019242; P22-R03-BaconAndEggs; 1017793; 1019242; Pour water,pan,sink; Pour; water,pan,sink
361; P19-R03-BaconAndEggs-391339-395779; P19-R03-BaconAndEggs; 391339; 395779; Operate stove; Operate; stove
362; OP02-R03-BaconAndEggs-252850-254240; OP02-R03-BaconAndEggs; 252850; 254240; Take bowl; Take; bowl
363; OP01-R06-GreekSalad-574490-576360; OP01-R06-GreekSalad; 574490; 576360; Put tomato; Put; tomato
364; OP03-R05-Cheeseburger-571075-572875; OP03-R05-Cheeseburger; 571075; 572875; Operate stove; Operate; stove
366; OP01-R01-PastaSalad-629137-629907; OP01-R01-PastaSalad; 629137; 629907; Take tomato; Take; tomato
367; P09-R01-PastaSalad-1671958-1672946; P09-R01-PastaSalad; 1671958; 1672946; Take pot; Take; pot
368; P05-R01-PastaSalad-1491289-1492634; P05-R01-PastaSalad; 1491289; 1492634; Take cup; Take; cup
369; OP02-R03-BaconAndEggs-519180-519770; OP02-R03-BaconAndEggs; 519180; 519770; Transfer egg,pan,plate; Transfer; egg,pan,plate
370; OP02-R01-PastaSalad-271924-278155; OP02-R01-PastaSalad; 271924; 278155; Wash bell_pepper; Wash; bell_pepper
371; P08-R01-PastaSalad-1967558-1969205; P08-R01-PastaSalad; 1967558; 1969205; Open dishwasher; Open; dishwasher
373; P14-R01-PastaSalad-1076764-1090210; P14-R01-PastaSalad; 1076764; 1090210; Divide/Pull Apart onion; Divide/Pull Apart; onion
374; OP01-R05-Cheeseburger-128640-131150; OP01-R05-Cheeseburger; 128640; 131150; Close grocery_bag; Close; grocery_bag
375; OP05-R03-BaconAndEggs-669070-669940; OP05-R03-BaconAndEggs; 669070; 669940; Put condiment_container; Put; condiment_container
376; P13-R01-PastaSalad-2121482-2123629; P13-R01-PastaSalad; 2121482; 2123629; Move Around carrot; Move Around; carrot
377; P20-R04-ContinentalBreakfast-130130-132234; P20-R04-ContinentalBreakfast; 130130; 132234; Inspect/Read recipe; Inspect/Read; recipe
378; P05-R01-PastaSalad-797207-798575; P05-R01-PastaSalad; 797207; 798575; Put pasta; Put; pasta
379; OP03-R05-Cheeseburger-165565-167065; OP03-R05-Cheeseburger; 165565; 167065; Move Around pan; Move Around; pan
380; OP04-R03-BaconAndEggs-617750-620459; OP04-R03-BaconAndEggs; 617750; 620459; Move Around bacon; Move Around; bacon
381; OP01-R04-ContinentalBreakfast-99040-101550; OP01-R04-ContinentalBreakfast; 99040; 101550; Open condiment_container; Open; condiment_container
382; OP01-R01-PastaSalad-169990-176650; OP01-R01-PastaSalad; 169990; 176650; Cut tomato; Cut; tomato
383; OP04-R05-Cheeseburger-72880-74690; OP04-R05-Cheeseburger; 72880; 74690; Take plate; Take; plate
384; P13-R01-PastaSalad-406022-409730; P13-R01-PastaSalad; 406022; 409730; Inspect/Read recipe; Inspect/Read; recipe
385; P11-R01-PastaSalad-142627-149363; P11-R01-PastaSalad; 142627; 149363; Pour water,faucet,pot; Pour; water,faucet,pot
386; OP03-R01-PastaSalad-246510-247110; OP03-R01-PastaSalad; 246510; 247110; Put eating_utensil; Put; eating_utensil
387; P06-R02-TurkeySandwich-195664-197833; P06-R02-TurkeySandwich; 195664; 197833; Cut tomato; Cut; tomato
389; P02-R03-BaconAndEggs-1537562-1545022; P02-R03-BaconAndEggs; 1537562; 1545022; Wash eating_utensil; Wash; eating_utensil
391; P02-R06-GreekSalad-216876-217586; P02-R06-GreekSalad; 216876; 217586; Cut cucumber; Cut; cucumber
392; P11-R01-PastaSalad-1576912-1578376; P11-R01-PastaSalad; 1576912; 1578376; Open fridge_drawer; Open; fridge_drawer
394; P04-R01-PastaSalad-1200294-1202229; P04-R01-PastaSalad; 1200294; 1202229; Take carrot_container; Take; carrot_container
396; P14-R01-PastaSalad-793558-795433; P14-R01-PastaSalad; 793558; 795433; Wash hand; Wash; hand
397; P24-R03-BaconAndEggs-180220-185298; P24-R03-BaconAndEggs; 180220; 185298; Inspect/Read condiment; Inspect/Read; condiment
398; OP02-R01-PastaSalad-248287-248902; OP02-R01-PastaSalad; 248287; 248902; Take eating_utensil; Take; eating_utensil
399; OP01-R01-PastaSalad-539445-540905; OP01-R01-PastaSalad; 539445; 540905; Take onion; Take; onion
400; P20-R03-BaconAndEggs-100611-102665; P20-R03-BaconAndEggs; 100611; 102665; Put condiment; Put; condiment
401; P23-R03-BaconAndEggs-1002474-1011180; P23-R03-BaconAndEggs; 1002474; 1011180; Cut bread; Cut; bread
402; P04-R01-PastaSalad-1090305-1096074; P04-R01-PastaSalad; 1090305; 1096074; Mix mixture,eating_utensil; Mix; mixture,eating_utensil
403; P03-R01-PastaSalad-521352-522528; P03-R01-PastaSalad; 521352; 522528; Move Around plate; Move Around; plate
404; P22-R03-BaconAndEggs-2124478-2126883; P22-R03-BaconAndEggs; 2124478; 2126883; Put pan; Put; pan
405; OP01-R03-BaconAndEggs-166260-207510; OP01-R03-BaconAndEggs; 166260; 207510; Mix mixture,eating_utensil; Mix; mixture,eating_utensil
406; P22-R03-BaconAndEggs-1678883-1680402; P22-R03-BaconAndEggs; 1678883; 1680402; Put condiment_container; Put; condiment_container
407; OP03-R01-PastaSalad-255350-258390; OP03-R01-PastaSalad; 255350; 258390; Inspect/Read recipe; Inspect/Read; recipe
408; P12-R01-PastaSalad-919512-921420; P12-R01-PastaSalad; 919512; 921420; Cut bell_pepper; Cut; bell_pepper
409; P26-R05-Cheeseburger-1633609-1635345; P26-R05-Cheeseburger; 1633609; 1635345; Move Around washing_liquid_container; Move Around; washing_liquid_container
410; OP04-R04-ContinentalBreakfast-301544-302190; OP04-R04-ContinentalBreakfast; 301544; 302190; Take eating_utensil; Take; eating_utensil
411; P22-R03-BaconAndEggs-344122-347917; P22-R03-BaconAndEggs; 344122; 347917; Wash hand; Wash; hand
412; P06-R01-PastaSalad-980155-988655; P06-R01-PastaSalad; 980155; 988655; Cut onion; Cut; onion
413; P21-R03-BaconAndEggs-263551-266663; P21-R03-BaconAndEggs; 263551; 266663; Close seasoning_container; Close; seasoning_container
414; P10-R01-PastaSalad-1031649-1049949; P10-R01-PastaSalad; 1031649; 1049949; Inspect/Read recipe; Inspect/Read; recipe
415; P24-R03-BaconAndEggs-824160-834143; P24-R03-BaconAndEggs; 824160; 834143; Spread oil,pan; Spread; oil,pan
416; P13-R01-PastaSalad-157344-162136; P13-R01-PastaSalad; 157344; 162136; Take cooking_utensil; Take; cooking_utensil
417; OP02-R06-GreekSalad-415502-417891; OP02-R06-GreekSalad; 415502; 417891; Open condiment_container; Open; condiment_container
418; P06-R02-TurkeySandwich-92661-94689; P06-R02-TurkeySandwich; 92661; 94689; Take condiment_container; Take; condiment_container
419; P21-R03-BaconAndEggs-1053992-1055985; P21-R03-BaconAndEggs; 1053992; 1055985; Take bread_container; Take; bread_container
420; OP03-R04-ContinentalBreakfast-113652-114536; OP03-R04-ContinentalBreakfast; 113652; 114536; Put condiment_container; Put; condiment_container
421; P06-R01-PastaSalad-935022-937864; P06-R01-PastaSalad; 935022; 937864; Cut onion; Cut; onion
422; P02-R05-Cheeseburger-281460-284900; P02-R05-Cheeseburger; 281460; 284900; Take paper; Take; paper
423; P09-R02-TurkeySandwich-198300-201000; P09-R02-TurkeySandwich; 198300; 201000; Take tomato; Take; tomato
424; P17-R04-ContinentalBreakfast-899791-900861; P17-R04-ContinentalBreakfast; 899791; 900861; Turn on faucet; Turn on; faucet
425; P01-R02-TurkeySandwich-373305-376168; P01-R02-TurkeySandwich; 373305; 376168; Put lettuce; Put; lettuce
426; P05-R01-PastaSalad-1160149-1166894; P05-R01-PastaSalad; 1160149; 1166894; Wash strainer; Wash; strainer
427; P17-R03-BaconAndEggs-905000-906300; P17-R03-BaconAndEggs; 905000; 906300; Put bread; Put; bread
428; P13-R01-PastaSalad-733779-737034; P13-R01-PastaSalad; 733779; 737034; Put eating_utensil; Put; eating_utensil
429; P03-R01-PastaSalad-561940-563646; P03-R01-PastaSalad; 561940; 563646; Open drawer; Open; drawer
430; P04-R05-Cheeseburger-116666-119442; P04-R05-Cheeseburger; 116666; 119442; Take cheese; Take; cheese
431; P24-R03-BaconAndEggs-888490-890323; P24-R03-BaconAndEggs; 888490; 890323; Take eating_utensil; Take; eating_utensil
432; P09-R01-PastaSalad-756876-759574; P09-R01-PastaSalad; 756876; 759574; Other strainer; Other; strainer
433; OP03-R05-Cheeseburger-778820-779650; OP03-R05-Cheeseburger; 778820; 779650; Put tomato; Put; tomato
434; P06-R02-TurkeySandwich-111084-112070; P06-R02-TurkeySandwich; 111084; 112070; Take plate; Take; plate
435; P24-R03-BaconAndEggs-2002362-2006905; P24-R03-BaconAndEggs; 2002362; 2006905; Open cabinet; Open; cabinet
436; P09-R01-PastaSalad-1505089-1521528; P09-R01-PastaSalad; 1505089; 1521528; Wash strainer; Wash; strainer
438; OP03-R06-GreekSalad-659970-661140; OP03-R06-GreekSalad; 659970; 661140; Take cheese_container; Take; cheese_container
439; P17-R03-BaconAndEggs-716100-734600; P17-R03-BaconAndEggs; 716100; 734600; Move Around egg,cooking_utensil; Move Around; egg,cooking_utensil
440; P02-R01-PastaSalad-543876-544677; P02-R01-PastaSalad; 543876; 544677; Cut carrot; Cut; carrot
441; P15-R01-PastaSalad-787576-789176; P15-R01-PastaSalad; 787576; 789176; Take eating_utensil; Take; eating_utensil
